Source_Followings	Source_Followers	Sink_Followers	Common_Followings	Distance	Real
1989	62	3	0	1.0	1
1244	27	2	0	3.0	-1
1019	434	1	0	3.0	-1
133	67	1505	33	1.0	1
2350	33	1	0	3.0	-1
57	3	1	0	3.0	-1
15	4	62	0	4.0	-1
182	18	10	0	1.0	1
2	1	1	0	1.0	1
452	138	3	0	3.0	-1
43	9	275	0	2.0	-1
32617	802	1	0	3.0	-1
651	75	3	0	2.0	-1
144	31	1	0	4.0	-1
60	36	6	0	3.0	-1
3736	84	1	0	2.0	-1
7	1	1	0	4.0	-1
102	37	211	0	1.0	1
147	11	1	0	4.0	-1
270	23	64	0	2.0	-1
365	96	1	0	4.0	-1
499	82	7	0	1.0	1
82	80	7	0	4.0	-1
85	6	92	0	1.0	1
501	48	117	90	1.0	1
1	4	1	0	1.0	1
125	22	3	0	1.0	1
27	14	1	0	3.0	-1
17	2	1	0	3.0	-1
286	6	1	0	4.0	-1
100	7	1	0	4.0	-1
115	15	1	0	1.0	1
10276	250	38	0	1.0	1
426	93	2	0	2.0	-1
230	42	13	0	1.0	1
10280	694	107	0	1.0	1
18	12	145	0	1.0	1
460	23	12	0	2.0	-1
19	63	1	0	4.0	-1
185	18	2	0	3.0	-1
936	16	6	0	1.0	1
485	163	250	110	1.0	1
101	4	33	6	1.0	1
1056	49	3432	29	1.0	1
188	27	7	0	1.0	1
9211	2058	35	0	1.0	1
35	1	1	0	4.0	-1
109	323	121	6	1.0	1
305	9	43	0	3.0	-1
400	57	11	0	1.0	1
23	9	3	0	1.0	1
89	23	1	0	1.0	1
30	7	1	0	4.0	-1
15	2	1	0	4.0	-1
83	12	8	0	3.0	-1
471	33	195	101	1.0	1
30	2	207	2	1.0	1
27	13	21	0	1.0	1
33	9	1	0	4.0	-1
2181	111	1	0	2.0	-1
108	25	600	24	1.0	1
58	400	5	0	3.0	-1
241	169	28	0	1.0	1
4	2	2	0	4.0	-1
20710	649	4	0	3.0	-1
18	96	132	4	1.0	1
117	622	1	0	4.0	-1
95	12	1	0	3.0	-1
25	3	3	0	1.0	1
170	48	14	0	1.0	1
68772	1068	4	0	2.0	-1
319	378	1	0	3.0	-1
136	11	1	0	1.0	1
6498	512	15	0	2.0	-1
295	16	2	0	1.0	1
69	1	1	0	1.0	1
139	72	2	0	3.0	-1
24	5	100	0	1.0	1
459	88	1	0	3.0	-1
7009	593	7	0	1.0	1
378	33	16	7	1.0	1
240	19	3	0	2.0	-1
184	90	61	0	1.0	1
144	52	4	0	4.0	-1
1233	40	1	0	3.0	-1
142	135	1	0	4.0	-1
291	24	2	0	3.0	-1
30	68	75	20	1.0	1
376	79	1	0	4.0	-1
686	39	92	85	1.0	1
286	65	119	0	3.0	-1
25	4	14	0	1.0	1
171	14	44	0	1.0	1
116	41	1	0	3.0	-1
123	235	5	0	1.0	1
134	12	212	8	1.0	1
1057	187	1	0	3.0	-1
178	57	42	0	1.0	1
5	11	1	0	1.0	1
1777	352	1	0	3.0	-1
4	2	2	0	4.0	-1
237	26	709	3	1.0	1
9156	153	1	0	2.0	-1
298	39	4	0	1.0	1
62	25	1	0	5.0	-1
276	32	11	0	1.0	1
158	297	38	0	1.0	1
609	47	3	0	3.0	-1
813	69	49	0	1.0	1
514	158	1	0	4.0	-1
205	64	5	0	1.0	1
120	22	2452	9	1.0	1
835	126	46	0	1.0	1
260	19	39	0	1.0	1
1491	48	1	0	3.0	-1
7	3	29	0	1.0	1
445	196	139	16	1.0	1
10108	578	1	0	2.0	-1
41	11	1	0	4.0	-1
219	18	2	0	1.0	1
204	24	5	0	1.0	1
374	39	50	8	1.0	1
406	40	2	0	3.0	-1
2	1	43	0	1.0	1
594	237	1	0	3.0	-1
9	234	1	0	4.0	-1
859	92	10	0	2.0	-1
68	3	1	0	4.0	-1
56	16	471	2	1.0	1
63	10	1	0	3.0	-1
70	9	7	0	3.0	-1
98	17	15	0	2.0	-1
204	66	360	47	1.0	1
89	13	15	0	4.0	-1
21	8	1	0	3.0	-1
572	83	3	0	1.0	1
1411	364	1	0	3.0	-1
34	65	1	0	4.0	-1
1656	214	3	0	3.0	-1
6	2	1117	0	1.0	1
369	21	1	0	1.0	1
150	82	1	0	3.0	-1
56	47	3	0	1.0	1
851	57	101	0	1.0	1
1	3	4	0	1.0	1
4274	309	2	0	3.0	-1
399	59	10	0	1.0	1
243	22	1	0	3.0	-1
1817	139	1	0	2.0	-1
220	17	2452	6	1.0	1
92	9	2	0	3.0	-1
6	2	8	0	1.0	1
285	316	294	28	1.0	1
849	76	1	0	3.0	-1
139	72	1	0	4.0	-1
91	17	51	0	1.0	1
1498	441	396	0	1.0	1
0	11	6	0	2000.0	-1
349	32	13	0	1.0	1
163	64	31	0	3.0	-1
166	33	32	0	1.0	1
208	4	1	0	4.0	-1
65	136	1	0	3.0	-1
407	31	1	0	4.0	-1
357	22	2	0	2.0	-1
16	2	1	0	3.0	-1
129	21	5	0	1.0	1
5086	210	2	0	3.0	-1
151	112	2	0	3.0	-1
71	11	3	0	4.0	-1
76	7	2	0	4.0	-1
88	29	1	0	3.0	-1
27	6	1	0	3.0	-1
140	508	342	12	1.0	1
78	5	1	0	4.0	-1
103	9	1	0	3.0	-1
115	25	2	0	1.0	1
30	2	1	0	4.0	-1
79	13	2	0	3.0	-1
25	103	7	0	1.0	1
58	3	1	0	1.0	1
109	186	38	7	1.0	1
95	22	1	0	3.0	-1
2	5	1	0	5.0	-1
0	17	7	0	2000.0	-1
129	9	1	0	3.0	-1
44	11	1	0	3.0	-1
8	5	59	7	1.0	1
921	90	3	0	1.0	1
2	1	1	0	4.0	-1
53	8	11	0	3.0	-1
0	209	25	0	2000.0	-1
214	97	43	0	3.0	-1
292	61	1	0	3.0	-1
484	66	29	0	1.0	1
1345	50	24	0	1.0	1
33	108	44	0	1.0	1
732	66	1	0	3.0	-1
2673	117	30	0	1.0	1
990	132	1	0	3.0	-1
698	162	2	0	3.0	-1
64	7	2	0	4.0	-1
68	34	2	0	4.0	-1
484	44	2	0	2.0	-1
83	17	1	0	1.0	1
3478	451	9	0	1.0	1
4356	218	35	0	2.0	-1
14	10	242	5	1.0	1
284	54	348	0	1.0	1
1141	103	1	0	3.0	-1
1084	52	1	0	3.0	-1
417	32	35	0	1.0	1
1162	49	128	0	1.0	1
245	51	144	0	1.0	1
43	8	1	0	3.0	-1
247	41	1	0	3.0	-1
1114	45	1	0	3.0	-1
16429	589	2	0	1.0	1
130	84	81	9	1.0	1
69	1	1	0	1.0	1
94	42	1	0	4.0	-1
20	9	1284	1	1.0	1
20	40	1	0	4.0	-1
101	23	1	0	4.0	-1
324	82	1	0	3.0	-1
152	17	3	0	3.0	-1
64	17	557	25	1.0	1
171	57	4	0	3.0	-1
481	47	8	0	3.0	-1
116	8	10	0	3.0	-1
350	23	12	0	1.0	1
60	28	2	0	3.0	-1
56	10	408	0	1.0	1
134	59	3	0	1.0	1
575	68	1	0	3.0	-1
2179	161	141	0	1.0	1
573	157	294	0	1.0	1
46	185	8	0	1.0	1
79	53	8	0	1.0	1
105	7	1	0	4.0	-1
172	18	24	0	1.0	1
47	4	22	0	1.0	1
146	35	226	0	1.0	1
14	3	1	0	5.0	-1
141	9	1	0	1.0	1
126	10	18	0	1.0	1
69	12	4	0	1.0	1
83	56	1	0	3.0	-1
168	21	1	0	2.0	-1
182	72	1	0	3.0	-1
268	46	10	0	1.0	1
211	44	206	6	1.0	1
172	31	1630	19	1.0	1
837	49	1	0	3.0	-1
220	657	94	30	1.0	1
61	9	672	0	1.0	1
0	4	3	0	2000.0	-1
181	10	16	0	3.0	-1
29	6	49	0	1.0	1
266	20	2	0	3.0	-1
257	12	25	0	1.0	1
206	13	1	0	1.0	1
189	25	2	0	2.0	-1
39	17	213	14	1.0	1
78	21	24	0	1.0	1
1352	57	8	0	1.0	1
22	11	96	12	1.0	1
399	59	12	0	3.0	-1
7221	173	14	0	1.0	1
62	8	27	0	1.0	1
182	41	5	0	1.0	1
46	3	1	0	4.0	-1
17	5	1	0	4.0	-1
1861	194	20	0	1.0	1
999	82	1	0	3.0	-1
47	30	62	0	1.0	1
216	7	1	0	1.0	1
90	53	31	0	1.0	1
12100	421	2	0	3.0	-1
173	44	7	0	1.0	1
635	202	2	0	3.0	-1
218	16	41	0	1.0	1
26	5	3	0	4.0	-1
199	54	1	0	3.0	-1
34	7	3	0	1.0	1
366	56	12	0	1.0	1
60	13	1	0	4.0	-1
491	30	24	0	1.0	1
30	33	17	0	1.0	1
102	5	13	0	1.0	1
228	2	84	7	1.0	1
200	33	59	0	1.0	1
34	9	326	7	1.0	1
152	55	490	0	1.0	1
12	8	88	2	1.0	1
1350	116	1	0	3.0	-1
505	602	6	0	2.0	-1
732	129	261	0	1.0	1
47	14	1	0	3.0	-1
1	2	107	0	1.0	1
1272	104	1	0	2.0	-1
181	43	22	0	1.0	1
6619	257	1	0	3.0	-1
46	6	2	0	1.0	1
85	5	4	0	1.0	1
41	2	2	0	3.0	-1
14	2	421	1	1.0	1
126	21	9	0	1.0	1
262	42	875	17	1.0	1
276	30	2	0	2.0	-1
217	116	2	0	3.0	-1
169	56	151	34	1.0	1
72	9	4	0	4.0	-1
119	82	6	0	1.0	1
52	91	3	0	4.0	-1
15	22	1	0	3.0	-1
272	43	2	0	3.0	-1
1993	178	1	0	3.0	-1
577	38	1	0	1.0	1
32	3	1648	4	1.0	1
293	78	344	37	1.0	1
346	110	16	0	1.0	1
68	12	2	0	1.0	1
6744	505	1	0	2.0	-1
87	30	1	0	3.0	-1
64	3	2	0	1.0	1
46	4	6	0	3.0	-1
365	96	3	0	3.0	-1
75	20	1	0	1.0	1
1167	20	1	0	2.0	-1
699	102	867	66	1.0	1
135	54	11	0	1.0	1
227	42	1	0	1.0	1
1128	554	2	0	1.0	1
141	99	1	0	3.0	-1
75258	1071	1	0	2.0	-1
7	1	1	0	5.0	-1
155	2	1	0	4.0	-1
63	9	3	0	4.0	-1
36	2	19	0	1.0	1
168	35	1	0	3.0	-1
139	16	3	0	3.0	-1
37	15	4	0	1.0	1
3168	40	7	0	3.0	-1
73	25	6	0	3.0	-1
870	159	19	0	1.0	1
2080	58	8	0	1.0	1
20	4	1	0	5.0	-1
111	36	11	0	1.0	1
6549	146	174	0	1.0	1
40	12	1	0	1.0	1
121	48	245	2	1.0	1
187	92	437	96	1.0	1
785	62	2	0	1.0	1
1	4	3	0	5.0	-1
38	19	1	0	5.0	-1
99	18	3	0	1.0	1
275	68	305	17	1.0	1
14	52	1	0	2000.0	-1
39	3	1	0	4.0	-1
20	30	1	0	3.0	-1
18	32	117	5	1.0	1
346	58	1	0	3.0	-1
84	213	303	0	1.0	1
42	2	62	0	1.0	1
99	8	124	0	1.0	1
55	8	13	0	3.0	-1
17401	551	1	0	2.0	-1
17	3	5	0	1.0	1
25	4	2098	0	1.0	1
125	42	4	0	3.0	-1
17	21	2	0	1.0	1
65	14	74	0	1.0	1
9	136	3	0	4.0	-1
122	15	12	0	1.0	1
98	86	98	0	1.0	1
1809	280	14	0	2.0	-1
92	66	831	13	1.0	1
369	8	1	0	4.0	-1
343	27	2	0	3.0	-1
174	35	1	0	4.0	-1
7446	195	1	0	3.0	-1
36	3	1	0	4.0	-1
76	5	1	0	1.0	1
1004	48	2	0	1.0	1
225	23	18	0	1.0	1
540	85	1	0	3.0	-1
308	54	4	0	3.0	-1
253	139	2	0	3.0	-1
94	3	2022	14	1.0	1
148	24	116	26	1.0	1
67	33	93	2	1.0	1
43	17	35	0	1.0	1
94	15	1	0	3.0	-1
69	17	4	0	3.0	-1
18	1	1	0	1.0	1
1288	47	16	0	1.0	1
100	48	5	0	3.0	-1
33	18	1	0	4.0	-1
297	29	290	2	1.0	1
48	50	1	0	3.0	-1
296	129	21	0	1.0	1
159	36	36	4	1.0	1
77	26	98	10	1.0	1
62	31	1	0	3.0	-1
292	105	1	0	3.0	-1
143	15	7	0	1.0	1
177	7	18	0	3.0	-1
375	5	127	0	1.0	1
146	26	66	0	1.0	1
383	100	2	0	1.0	1
14	5	1	0	5.0	-1
86	1	10	0	1.0	1
41	7	1	0	4.0	-1
387	72	372	12	1.0	1
494	46	131	0	1.0	1
0	1	2	0	2000.0	-1
472	44	2	0	3.0	-1
24	2	1	0	5.0	-1
397	29	2	0	1.0	1
322	3	2914	1	1.0	1
531	91	1	0	3.0	-1
20	96	1	0	3.0	-1
239	5	1	0	4.0	-1
61	7	1	0	4.0	-1
6386	75	12	0	2.0	-1
73	54	251	0	1.0	1
15	27	1	0	4.0	-1
115	47	8	0	1.0	1
158	297	1	0	3.0	-1
422	95	55	6	1.0	1
1022	44	1	0	3.0	-1
300	1	9	0	1.0	1
79	2	158	11	1.0	1
189	55	1	0	3.0	-1
68	4	1	0	3.0	-1
12342	418	415	1034	1.0	1
308	61	631	4	1.0	1
104	588	537	0	1.0	1
32	4	3	0	1.0	1
484	44	1	0	3.0	-1
3512	153	434	0	1.0	1
173	21	2	0	1.0	1
55	6	3	0	4.0	-1
15	39	88	9	1.0	1
125	29	507	1	1.0	1
40	12	1	0	4.0	-1
96	104	1	0	3.0	-1
23	72	2	0	3.0	-1
449	46	225	0	1.0	1
82	6	1	0	3.0	-1
456	93	10	0	1.0	1
950	87	3	0	1.0	1
88	12	1	0	4.0	-1
202	223	115	44	1.0	1
63	47	227	49	1.0	1
47	14	1	0	1.0	1
937	166	3	0	3.0	-1
18	14	10	6	1.0	1
25	319	1	0	3.0	-1
179	60	1	0	1.0	1
2	35	1	0	4.0	-1
207	18	10	0	3.0	-1
34	10	237	10	1.0	1
0	2	3	0	2000.0	-1
926	46	29	0	1.0	1
7987	202	1	0	3.0	-1
206	207	2	0	2.0	-1
106	7	159	9	1.0	1
70	15	42	0	1.0	1
13	4	21	0	1.0	1
14	5	2	0	3.0	-1
43	9	5	3	1.0	1
99	17	1	0	3.0	-1
399	52	1	0	3.0	-1
3	1	1	0	1.0	1
67	405	93	0	1.0	1
11	5	102	2	1.0	1
218	80	2	0	3.0	-1
226	155	801	0	1.0	1
319	45	1	0	3.0	-1
35	32	1	0	4.0	-1
187	8	23	0	3.0	-1
3037	221	11	0	1.0	1
68801	1144	129	0	1.0	1
751	2294	908	58	1.0	1
576	161	159	81	1.0	1
15	1	1	0	5.0	-1
22	9	1	0	4.0	-1
112	33	147	24	1.0	1
29	4	1	0	4.0	-1
58	20	1	0	3.0	-1
273	98	3	0	3.0	-1
68	11	6	0	4.0	-1
822	113	1353	0	1.0	1
202	40	13	0	1.0	1
74	11	1	0	3.0	-1
104	588	7	0	3.0	-1
98	14	1	0	3.0	-1
2899	77	92	0	1.0	1
129	36	93	0	1.0	1
1	434	260	0	1.0	1
88	109	23	22	1.0	1
11	8	4	0	1.0	1
0	5	140	0	2000.0	-1
130	38	14	0	1.0	1
60	14	1	0	3.0	-1
36	4	692	0	1.0	1
41	18	95	13	1.0	1
864	165	1	0	3.0	-1
32	14	1	0	4.0	-1
13	7	1	0	3.0	-1
5634	69	1	0	1.0	1
264	21	4	0	3.0	-1
18	24	75	0	1.0	1
31	96	45	0	1.0	1
172	36	1	0	3.0	-1
1106	89	1	0	2.0	-1
80	25	777	25	1.0	1
437	118	184	0	1.0	1
489	124	786	83	1.0	1
39	3	1881	0	1.0	1
370	75	1	0	2.0	-1
145	146	1	0	3.0	-1
1992	48	51	29	1.0	1
1548	152	48	6	1.0	1
471	14	1	0	3.0	-1
964	263	17	0	1.0	1
472	126	145	0	1.0	1
87	3	2	0	3.0	-1
13	11	220	7	1.0	1
171	90	322	24	1.0	1
118	11	1	0	4.0	-1
27	6	135	11	1.0	1
311	36	5	0	3.0	-1
246	14	1	0	3.0	-1
328	12	781	26	1.0	1
273	18	46	0	1.0	1
83	5	6	0	1.0	1
0	1	1	0	2000.0	-1
3	93	127	0	1.0	1
14	9	4	5	1.0	1
22	3	1	0	5.0	-1
81	31	3	2	1.0	1
145	15	2	0	1.0	1
49	17	1	0	4.0	-1
2058	75	1	0	3.0	-1
97	21	210	11	1.0	1
12713	551	85	0	1.0	1
2225	56	1	0	2.0	-1
395	56	2	0	3.0	-1
1365	81	1	0	2.0	-1
190	26	15	0	1.0	1
664	204	7	0	3.0	-1
53	42	49	0	1.0	1
135	68	2	0	3.0	-1
716	48	10	0	1.0	1
48	13	5	0	4.0	-1
29765	523	102	0	1.0	1
71	19	1	0	3.0	-1
11	11	1	0	4.0	-1
51	8	596	0	1.0	1
48	9	9	0	3.0	-1
541	100	1	0	3.0	-1
1608	33	19	0	1.0	1
460	154	8	0	3.0	-1
583	28	1	0	1.0	1
0	1	1	0	2000.0	-1
3	16	84	1	1.0	1
129	7	6	0	2.0	-1
6	38	480	0	1.0	1
1918	152	75	0	1.0	1
179	49	254	20	1.0	1
0	2	2	0	2000.0	-1
83	27	3	0	4.0	-1
67	3	3	0	3.0	-1
175	49	24	0	1.0	1
47	17	108	15	1.0	1
45	37	51	18	1.0	1
241	44	43	0	1.0	1
69	7	1	0	4.0	-1
17	192	1	0	1.0	1
242	219	2951	6	1.0	1
1351	189	13	0	1.0	1
38	135	223	13	1.0	1
378	74	3	0	3.0	-1
61163	869	13	0	1.0	1
114	31	2	0	1.0	1
12	6	1	0	5.0	-1
48	5	1	0	3.0	-1
182	27	1	0	3.0	-1
1931	50	11	0	1.0	1
149	90	60	0	1.0	1
44	59	2	0	1.0	1
415	23	2	0	3.0	-1
36	8	33	0	3.0	-1
150	11	1	0	3.0	-1
6402	778	30	0	1.0	1
592	13	341	0	1.0	1
53	37	3	0	3.0	-1
1995	53	8	0	1.0	1
184	17	1	0	4.0	-1
1867	186	1	0	3.0	-1
312	142	47	14	1.0	1
460	39	1	0	2.0	-1
5	3	2	0	3.0	-1
1	2	3	0	1.0	1
89	5	5	0	2.0	-1
71	9	2	0	1.0	1
560	168	2	0	1.0	1
164	343	4	0	3.0	-1
225	7	1	0	3.0	-1
138	100	1	0	4.0	-1
144	36	65	0	1.0	1
37	1	3	0	1.0	1
360	35	1	0	1.0	1
252	14	1	0	3.0	-1
50	6	823	6	1.0	1
863	113	566	8	1.0	1
106	12	1	0	4.0	-1
140	18	49	0	1.0	1
11	1	1	0	4.0	-1
166	82	1	0	3.0	-1
42	4	3	0	1.0	1
4	38	9	0	1.0	1
305	170	1	0	3.0	-1
131	401	26	9	1.0	1
144	35	38	0	1.0	1
61	12	2	0	3.0	-1
41	18	11	0	1.0	1
504	82	1	0	3.0	-1
288	47	1	0	3.0	-1
216	51	860	29	1.0	1
1591	148	59	0	1.0	1
1394	154	10	0	1.0	1
2943	492	79	0	1.0	1
505	88	24	0	1.0	1
155	23	371	0	1.0	1
184	584	1	0	3.0	-1
50	3	1	0	4.0	-1
30	2	1	0	1.0	1
34	75	1	0	4.0	-1
155	25	12	0	1.0	1
157	69	23	0	3.0	-1
104	143	42	0	1.0	1
21294	570	1	0	3.0	-1
8	8	1	0	4.0	-1
9	1	2	0	4.0	-1
47	17	4	0	3.0	-1
29	26	1	0	3.0	-1
775	121	45	0	1.0	1
5174	118	1	0	3.0	-1
3430	187	14	0	3.0	-1
5083	214	1	0	3.0	-1
14576	2084	101	0	2.0	-1
2806	251	1	0	3.0	-1
56	51	87	33	1.0	1
73	5	1841	2	1.0	1
20426	816	3	0	2.0	-1
455	16	2	0	3.0	-1
42	8	21	0	1.0	1
450	27	35	0	1.0	1
79	2	16	0	4.0	-1
411	110	89	0	1.0	1
54	96	500	0	1.0	1
49	377	1	0	4.0	-1
2068	154	1	0	3.0	-1
2027	510	818	589	1.0	1
22	4	7	0	3.0	-1
198	76	1	0	2.0	-1
366	266	1	0	3.0	-1
161	95	2	0	1.0	1
1075	28	4	0	2.0	-1
26	1443	1	0	3.0	-1
0	1	1	0	2000.0	-1
45	7	6	0	1.0	1
327	31	1	0	3.0	-1
29	36	1	0	4.0	-1
405	10	7	0	3.0	-1
14	67	1	0	4.0	-1
154	97	1	0	3.0	-1
168	7	1	0	1.0	1
471	52	1	0	2.0	-1
5	8	768	0	1.0	1
1045	130	43	0	1.0	1
37	12	3	0	1.0	1
172	9	1	0	5.0	-1
1550	68	5	0	1.0	1
1636	59	1	0	3.0	-1
221	26	1	0	1.0	1
121	28	1	0	3.0	-1
76	2	1	0	2.0	-1
205	61	1	0	3.0	-1
42	12	1	0	4.0	-1
4128	267	111	0	1.0	1
224	4	1	0	1.0	1
178	38	250	21	1.0	1
57	33	2	0	4.0	-1
265	28	28	0	1.0	1
293	198	319	49	1.0	1
172	31	1	0	2.0	-1
1024	26	2	0	3.0	-1
125	39	1	0	3.0	-1
1579	30	1	0	3.0	-1
113	7	2	0	1.0	1
47	14	1	0	3.0	-1
43	54	13	0	1.0	1
49	14	2	0	4.0	-1
2345	424	1	0	3.0	-1
32	11	1	0	4.0	-1
24	6	568	3	1.0	1
6693	81	206	26	1.0	1
1165	114	2	0	3.0	-1
92	1	1	0	5.0	-1
499	99	1	0	3.0	-1
467	28	262	0	1.0	1
173	44	18	0	1.0	1
250	33	343	4	1.0	1
3	15	5	0	4.0	-1
38	6	10	0	3.0	-1
46	11	1	0	3.0	-1
1826	176	74	0	1.0	1
14201	604	1	0	3.0	-1
673	143	3	0	3.0	-1
120	24	13	0	1.0	1
24	1	1	0	4.0	-1
55	27	2	0	1.0	1
55	3	14	0	1.0	1
101	8	307	0	1.0	1
65	18	1	0	4.0	-1
1842	112	2664	961	1.0	1
20	15	2	0	3.0	-1
4	2	1	0	4.0	-1
138	14	2	0	3.0	-1
95	43	1	0	3.0	-1
738	61	2	0	3.0	-1
267	159	2	0	3.0	-1
31	12	214	14	1.0	1
236	105	5	0	1.0	1
311	35	1196	16	1.0	1
131	481	53	33	1.0	1
142	13	22	0	1.0	1
120	35	1	0	3.0	-1
1212	24	1	0	3.0	-1
238	10	1	0	3.0	-1
463	106	261	0	1.0	1
12	10	1	0	3.0	-1
15995	320	13	0	1.0	1
193	91	1256	41	1.0	1
205	61	1	0	3.0	-1
162	71	1	0	3.0	-1
196	35	3	0	1.0	1
3372	46	3	0	1.0	1
219	68	84	0	1.0	1
300	39	27	0	1.0	1
26	7	21	5	1.0	1
12450	625	1	0	3.0	-1
1610	285	1	0	4.0	-1
92	1	29	0	1.0	1
139	78	4	0	1.0	1
2277	361	274	0	1.0	1
935	57	1	0	3.0	-1
115	22	6	0	3.0	-1
153	11	1	0	3.0	-1
497	114	6	0	1.0	1
13	14	7	0	1.0	1
159	7	7	0	1.0	1
1380	421	1	0	3.0	-1
131	5	1	0	4.0	-1
1820	296	1	0	3.0	-1
1826	69	14	0	1.0	1
80	44	1	0	3.0	-1
196	16	4	0	3.0	-1
90	13	2	0	4.0	-1
102	53	2	0	3.0	-1
4585	124	52	0	1.0	1
223	74	32	0	1.0	1
111	4	1	0	4.0	-1
196	16	6	0	1.0	1
213	166	1	0	3.0	-1
2039	138	74	0	1.0	1
15099	341	1	0	3.0	-1
669	79	221	45	1.0	1
407	31	3	0	3.0	-1
643	61	53	0	1.0	1
4	1	1	0	4.0	-1
83	14	5	0	1.0	1
171	9	37	0	1.0	1
71	17	2	0	3.0	-1
80	17	23	0	1.0	1
226	155	667	6	1.0	1
991	27	5	0	3.0	-1
213	4	1	0	3.0	-1
1897	80	1	0	3.0	-1
66	111	413	0	2.0	-1
87	28	2	0	3.0	-1
1	72	1	0	2000.0	-1
131	19	474	15	1.0	1
253	51	1	0	3.0	-1
320	69	7	0	1.0	1
136	15	1	0	3.0	-1
140	14	12	0	4.0	-1
294	373	1	0	2.0	-1
636	12	13	0	1.0	1
311	7	1	0	3.0	-1
162	15	4	0	3.0	-1
1357	216	1	0	3.0	-1
568	95	16	0	1.0	1
130	8	1	0	4.0	-1
792	42	387	0	1.0	1
241	53	2	0	3.0	-1
341	17	1	0	4.0	-1
29	1	1	0	1.0	1
51	18	1	0	3.0	-1
175	34	1	0	3.0	-1
422	28	3	0	3.0	-1
102	209	37	1	1.0	1
319	378	1035	15	1.0	1
269	180	6	0	1.0	1
60	8	1	0	3.0	-1
34	31	309	1	1.0	1
24	3	515	5	1.0	1
127	38	56	0	1.0	1
17	45	3654	0	1.0	1
7	4	1	0	4.0	-1
99	8	4	0	4.0	-1
229	19	1	0	1.0	1
870	159	1	0	3.0	-1
175	34	110	0	1.0	1
547	146	292	0	1.0	1
150	42	136	44	1.0	1
1765	78	2	0	1.0	1
43	7	1	0	1.0	1
203	64	60	0	1.0	1
1607	194	11	0	1.0	1
359	73	7	0	1.0	1
1346	125	2	0	3.0	-1
39	2	1	0	4.0	-1
421	59	121	0	1.0	1
222	9	1	0	2.0	-1
263	37	337	0	1.0	1
52	6	1	0	3.0	-1
57	18	1	0	4.0	-1
264	12	75	0	1.0	1
197	36	2	0	3.0	-1
99	17	1	0	4.0	-1
14	4	5	0	1.0	1
51	6	1	0	4.0	-1
39	92	2	0	5.0	-1
5860	51	3	0	1.0	1
87	66	154	0	1.0	1
173	13	3	0	3.0	-1
34	25	2	0	3.0	-1
27	11	1	0	3.0	-1
31	4	27	1	1.0	1
213	97	13	0	1.0	1
42	187	2	0	4.0	-1
154	35	55	0	1.0	1
431	64	66	20	1.0	1
570	73	2	0	3.0	-1
385	84	104	0	1.0	1
2	795	1	0	3.0	-1
76	11	103	0	1.0	1
818	57	5	0	1.0	1
356	32	11	0	1.0	1
59	25	1	0	3.0	-1
34	4	2	0	3.0	-1
303	335	239	45	1.0	1
73	4	1	0	4.0	-1
264	59	1	0	2.0	-1
208	10	1	0	3.0	-1
108	24	23	0	1.0	1
563	47	3	0	2.0	-1
141	64	51	9	1.0	1
1533	1412	36	0	1.0	1
452	34	2	0	1.0	1
143	170	1	0	1.0	1
133	26	1267	8	1.0	1
304	140	8	0	1.0	1
49	4	3	0	1.0	1
13227	448	1	0	1.0	1
216	145	152	38	1.0	1
44	14	3	0	3.0	-1
134	6	3	0	1.0	1
40	81	2	0	3.0	-1
1742	201	37	0	1.0	1
68	12	1	0	3.0	-1
952	101	1	0	3.0	-1
438	80	154	68	1.0	1
16	1	6	0	4.0	-1
436	418	1505	228	1.0	1
42	4	1	0	4.0	-1
83	46	106	41	1.0	1
188	54	2	0	2.0	-1
60	16	26	0	1.0	1
28	17	48	16	1.0	1
43	7	80	0	1.0	1
70	21	1	0	3.0	-1
363	378	153	41	1.0	1
225	26	1	0	4.0	-1
1	113	424	0	1.0	1
238	75	1	0	3.0	-1
194	254	37	0	1.0	1
23	2	2	0	3.0	-1
123	21	2	0	4.0	-1
361	56	6	0	3.0	-1
245	37	62	0	1.0	1
389	96	60	0	1.0	1
309	47	1	0	3.0	-1
81	21	1	0	3.0	-1
85	83	1	0	4.0	-1
132	48	1	0	3.0	-1
273	42	1	0	4.0	-1
175	26	18	0	1.0	1
28	2	2	0	3.0	-1
2189	140	8	0	3.0	-1
752	75	121	0	1.0	1
103	14	1	0	3.0	-1
1730	92	13	0	1.0	1
7	4	1	0	4.0	-1
215	53	25	0	1.0	1
395	46	4	0	1.0	1
324	78	43	0	1.0	1
58	8	3	0	3.0	-1
26	4	1	0	4.0	-1
85	76	1	0	3.0	-1
59	87	491	0	1.0	1
4	23	1555	2	1.0	1
99	32	4	0	3.0	-1
47	2	2	0	3.0	-1
140	59	1	0	3.0	-1
190	25	2	0	1.0	1
49	9	1	0	3.0	-1
520	36	2	0	3.0	-1
3	4	147	1	1.0	1
898	51	17	0	1.0	1
86	36	46	0	3.0	-1
3778	262	28	0	1.0	1
12	4	1	0	4.0	-1
38	3	1	0	5.0	-1
79	20	1	0	2.0	-1
7	51	188	6	1.0	1
53	32	1	0	3.0	-1
415	55	1	0	1.0	1
200	86	2	0	3.0	-1
34	4	1	0	3.0	-1
38	3	2	0	1.0	1
108	183	1	0	3.0	-1
157	24	1	0	3.0	-1
2886	594	1	0	3.0	-1
